Title;Abstract;label_included
Improving Early Identification of Significant Weight Loss Using Clinical Decision Support System in Lung Cancer Radiation Therapy.;PURPOSE: Early identification of patients who may be at high risk of significant weight loss (SWL) is important for timely clinical intervention in lung cancer radiotherapy (RT). A clinical decision support system (CDSS) for SWL prediction was implemented within the routine clinical workflow and assessed on a prospective cohort of patients. MATERIALS AND METHODS: CDSS incorporated a machine learning prediction model on the basis of radiomics and dosiomics image features and was connected to a web-based dashboard for streamlined patient enrollment, feature extraction, SWL prediction, and physicians' evaluation processes. Patients with lung cancer (N = 37) treated with definitive RT without prior RT were prospectively enrolled in the study. Radiomics and dosiomics features were extracted from CT and 3D dose volume, and SWL probability (>/= 0.5 considered as SWL) was predicted. Two physicians predicted whether the patient would have SWL before and after reviewing the CDSS prediction. The physician's prediction performance without and with CDSS and prediction changes before and after using CDSS were compared. RESULTS: CDSS showed significantly better prediction accuracy than physicians (0.73 v 0.54) with higher specificity (0.81 v 0.50) but with lower sensitivity (0.55 v 0.64). Physicians changed their original prediction after reviewing CDSS prediction for four cases (three correctly and one incorrectly), for all of which CDSS prediction was correct. Physicians' prediction was improved with CDSS in accuracy (0.54-0.59), sensitivity (0.64-0.73), specificity (0.50-0.54), positive predictive value (0.35-0.40), and negative predictive value (0.76-0.82). CONCLUSION: Machine learning-based CDSS showed the potential to improve SWL prediction in lung cancer RT. More investigation on a larger patient cohort is needed to properly interpret CDSS prediction performance and its benefit in clinical decision making.;1
Modeling-Based Decision Support System for Radical Prostatectomy Versus External Beam Radiotherapy for Prostate Cancer Incorporating an In Silico Clinical Trial and a Cost-Utility Study.;"The aim of this study is to build a decision support system (DSS) to select radical prostatectomy (RP) or external beam radiotherapy (EBRT) for low- to intermediate-risk prostate cancer patients. We used an individual state-transition model based on predictive models for estimating tumor control and toxicity probabilities. We performed analyses on a synthetically generated dataset of 1000 patients with realistic clinical parameters, externally validated by comparison to randomized clinical trials, and set up an in silico clinical trial for elderly patients. We assessed the cost-effectiveness (CE) of the DSS for treatment selection by comparing it to randomized treatment allotment. Using the DSS, 47.8% of synthetic patients were selected for RP and 52.2% for EBRT. During validation, differences with the simulations of late toxicity and biochemical failure never exceeded 2%. The in silico trial showed that for elderly patients, toxicity has more influence on the decision than TCP, and the predicted QoL depends on the initial erectile function. The DSS is estimated to result in cost savings (EUR 323 (95% CI: EUR 213-433)) and more quality-adjusted life years (QALYs; 0.11 years, 95% CI: 0.00-0.22) than randomized treatment selection.";1
Prostate cancer trajectory-map: clinical decision support system for prognosis management of radical prostatectomy.;"PURPOSE: Prostate cancer has a low mortality rate and requires persistent treatment; however, treatment decisions are challenging. Because prostate cancer is complex, the outcomes warrant thorough follow-up evaluation for appropriate treatment. Electronic health records (EHRs) do not present intuitive information. This study aimed to develop a Clinical Decision Support System (CDSS) for prognosis management of radical prostatectomy. METHODS: We used data from 5,199 prostate cancer patients from three hospitals' EHRs in South Korea, comprising laboratory results, surgery, medication, and radiation therapy. We used open source R for data preprocessing and development of web-based visualization system. We also used R for automatic calculation functionalities of two factors to visualize the data, e.g., Prostate-Specific Antigen Doubling Time (PSADT), and four Biochemical Recurrence (BCR) definitions: American Society of Therapeutic Radiology and Oncology (ASTRO), Phoenix, consecutive PSA > 0.2 ng/mL, and PSA > 0.2 ng/mL. RESULTS: We developed the Prostate Cancer Trajectory Map (PCT-Map) as a CDSS for intuitive visualization of serial data of PSA, testosterone, surgery, medication, radiation therapy, BCR, and PSADT. CONCLUSIONS: The PCT-Map comprises functionalities for BCR and PSADT and calculates and visualizes the newly added patient data automatically in a PCT-Map data format, thus optimizing the visualization of patient data and allowing clinicians to promptly access patient data to decide the appropriate treatment.";1
Evaluation of a National Comprehensive Cancer Network Guidelines-Based Decision Support Tool in Patients With Non-Small Cell Lung Cancer: A Nonrandomized Clinical Trial.;"IMPORTANCE: The association of guideline-based decision support with the quality of care in patients with non-small cell lung cancer (NSCLC) is not known. OBJECTIVE: To evaluate the association of exposure to the National Comprehensive Cancer Center (NCCN) guidelines with guideline-concordant care and patients' decisional conflict. DESIGN, SETTING, AND PARTICIPANTS: A nonrandomized clinical trial, conducted at a tertiary care academic institution, enrolled patients from February 23, 2015, to September 28, 2017. Data analysis was conducted from July 19, 2019, to April 22, 2020. A cohort of 76 patients with NSCLC seen at diagnosis or disease progression and a retrospective cohort of 157 patients treated before the trial were included. Adherence to 6 NCCN recommendations were evaluated: (1) smoking cessation counseling, (2) adjuvant chemotherapy for patients with stage IB to IIB NSCLC after surgery, (3) pathologic mediastinal staging in patients with stage III NSCLC before surgery, (4) pathologic mediastinal staging in patients with stage III NSCLC before nonsurgical treatment, (5) definitive chemoradiotherapy for patients with stage III NSCLC not having surgery, and (6) molecular testing for epidermal growth factor receptor and anaplastic lymphoma kinase alterations for patients with stage IV NSCLC. Subgroup analysis was conducted to compare the rates of guideline concordance between the prospective and retrospective cohorts. Secondary end points included decisional conflict and satisfaction. INTERVENTIONS: An online tool customizing the NCCN guidelines to patients' clinical and pathologic features was used during consultation, facilitated by a trained coordinator. MAIN OUTCOMES AND MEASURES: Concordance of practice with 6 NCCN treatment recommendations on NSCLC and patients' decisional conflict. RESULTS: Of the 76 patients with NSCLC, 44 were men (57.9%), median age at diagnosis was 68 years (interquartile range [IQR], 41-87 years), and 59 patients (77.6%) had adenocarcinoma. In the retrospective cohort, 91 of 157 patients (58.0%) were men, median age at diagnosis was 66 years (IQR, 61-65 years), and 105 patients (66.9%) had adenocarcinoma. After the intervention, patients received more smoking cessation counseling (4 of 5 [80.0%] vs 1 of 24 [4.2%], P < .001) and less adjuvant chemotherapy (0 of 7 vs 7 of 11 [63.6%]; P = .012). There was no significant change in mutation testing of non-squamous cell stage IV disease (20 of 20 [100%] vs 48 of 57 [84.2%]; P = .10). There was no significant change in pathologic mediastinal staging or initial chemoradiotherapy for patients with stage III disease. After consultation with the tool, decisional conflict scores improved by a median of 20 points (IQR, 3-34; P < .001). CONCLUSIONS AND RELEVANCE: The findings of this study suggest that exposure to the NCCN guidelines is associated with increased guideline-concordant care for 2 of 6 preselected recommendations and improvement in decisional conflict. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT03982459.";1
Looking through the eyes of the multidisciplinary team: the design and clinical evaluation of a decision support system for lung cancer care.;BACKGROUND: Decision-making in lung cancer is complex due to a rapidly increasing amount of diagnostic data and treatment options. The need for timely and accurate diagnosis and delivery of care demands high-quality multidisciplinary team (MDT) collaboration and coordination. Clinical decision support systems (CDSSs) can potentially support MDTs in constructing a shared mental model of a patient case. This enables the team to assess the strength and completeness of collected diagnostic data, stratification for the right personalized therapy driven by clinical stage and other treatment-influencing factors, and adapt care management strategies when needed. Current CDSSs often have a suboptimal fit into the decision-making workflow, which hampers their impact in clinical practice. METHODS: A CDSS for multidisciplinary decision-making in lung cancer was designed to support the abovementioned goals through presentation of relevant clinical data in line with existing mental model structures of the MDT members. The CDSS was tested in a simulated multidisciplinary tumor board meeting for primary diagnosis and treatment selection, based on de-identified primary lung cancer cases (n=8). Decision course analysis, eye-tracking data and questionnaires were used to assess the impact of the CDSS on constructing shared mental models to improve the decision-making process and outcome. RESULTS: The CDSS supported the team in their self-correcting capacity for accurate diagnosis and TNM classification. It enabled cross-validation of diagnostic findings, surfaced discordance between diagnostic tests and facilitated cancer staging according the diagnostic evidence, as well as spotting contra-indications for personalized treatment selection. CONCLUSIONS: This study shows the potential of CDSS on clinical decision making, when these systems are properly designed in line with clinical thinking. The presented setup enables assessment of the impact of CDSS design on clinical decision making and optimization of CDSSs to maximize their effect on decision quality and confidence.;1
Clinical validation of a graphical method for radiation therapy plan quality assessment.;BACKGROUND: This work aims at clinically validating a graphical tool developed for treatment plan assessment, named SPIDERplan, by comparing the plan choices based on its scoring with the radiation oncologists (RO) clinical preferences. METHODS: SPIDERplan validation was performed for nasopharynx pathology in two steps. In the first step, three ROs from three Portuguese radiotherapy departments were asked to blindly evaluate and rank the dose distributions of twenty pairs of treatment plans. For plan ranking, the best plan from each pair was selected. For plan evaluation, the qualitative classification of 'Good', 'Admissible with minor deviations' and 'Not Admissible' were assigned to each plan. In the second step, SPIDERplan was applied to the same twenty patient cases. The tool was configured for two sets of structures groups: the local clinical set and the groups of structures suggested in international guidelines for nasopharynx cancer. Group weights, quantifying the importance of each group and incorporated in SPIDERplan, were defined according to RO clinical preferences and determined automatically by applying a mixed linear programming model for implicit elicitation of preferences. Intra- and inter-rater ROs plan selection and evaluation were assessed using Brennan-Prediger kappa coefficient. RESULTS: Two-thirds of the plans were qualitatively evaluated by the ROs as 'Good'. Concerning intra- and inter-rater variabilities of plan selection, fair agreements were obtained for most of the ROs. For plan evaluation, substantial agreements were verified in most cases. The choice of the best plan made by SPIDERplan was identical for all sets of groups and, in most cases, agreed with RO plan selection. Differences between RO choice and SPIDERplan analysis only occurred in cases for which the score differences between the plans was very low. A score difference threshold of 0.005 was defined as the value below which two plans are considered of equivalent quality. CONCLUSION: Generally, SPIDERplan response successfully reproduced the ROs plan selection. SPIDERplan assessment performance can represent clinical preferences based either on manual or automatic group weight assignment. For nasopharynx cases, SPIDERplan was robust in terms of the definitions of structure groups, being able to support different configurations without losing accuracy.;1
A clinical decision support system learned from data to personalize treatment recommendations towards preventing breast cancer metastasis.;"OBJECTIVE: A Clinical Decision Support System (CDSS) that can amass Electronic Health Record (EHR) and other patient data holds promise to provide accurate classification and guide treatment choices. Our objective is to develop the Decision Support System for Making Personalized Assessments and Recommendations Concerning Breast Cancer Patients (DPAC), which is a CDSS learned from data that recommends the optimal treatment decisions based on a patient's features. METHOD: We developed a Bayesian network architecture called Causal Modeling with Internal Layers (CAMIL), and an algorithm called Treatment Feature Interactions (TFI), which learns from data the interactions needed in a CAMIL model. Using the TFI algorithm, we learned interactions for six treatments from the LSDS-5YDM dataset. We created a CAMIL model using these interactions, resulting in a DPAC which recommends treatments towards preventing 5-year breast cancer metastasis. RESULTS: In a 5-fold cross-validation analysis, we compared the probability of being metastasis free in 5 years for patients who made decisions recommended by DPAC to those who did not. These probabilities are (the probability for those making the decisions appears first): chemotherapy (.938, .872); breast/chest wall radiation (.939, .902); nodal field radiation (.940, .784); antihormone (.941, .906); HER2 inhibitors (.934, .880); neadjuvant therapy (.931, .837). In an application of DPAC to the independent METABRIC dataset, the probabilities for chemotherapy were (.845, .788). DISCUSSION: Patients who took the advice of DPAC had, as a group, notably better outcomes than those who did not. We conclude that DPAC is effective at amassing and analyzing data towards treatment recommendations. Some of the findings in DPAC are controversial. For example, DPAC says that chemotherapy increases the chances of metastasis for many node negative patients. This controversy shows the importance of developing a conclusive version of DPAC to ensure we provide patients with the best patient-specific treatment recommendations.";1
Multi-Institutional Validation of a Knowledge-Based Planning Model for Patients Enrolled in RTOG 0617: Implications for Plan Quality Controls in Cooperative Group Trials.;"PURPOSE: This study aimed to evaluate the feasibility of using a single-institution, knowledge-based planning (KBP) model as a dosimetric plan quality control (QC) for multi-institutional clinical trials. The efficacy of this QC tool was retrospectively evaluated using a subset of plans submitted to Radiation Therapy Oncology Group (RTOG) study 0617. METHODS AND MATERIALS: A single KBP model was created using commercially available software (RapidPlan; Varian Medical Systems, Palo Alto, CA) and data from 106 patients with non-small cell lung cancer who were treated at a single institution. All plans had prescriptions that ranged from 60 Gy in 30 fractions to 74 Gy in 37 fractions and followed the planning guidelines from RTOG 0617. Two sets of optimization objectives were created to produce different trade-offs using the single KBP model predictions: one prioritizing target coverage and a second prioritizing lung sparing (LS) while allowing an acceptable variation in target coverage. Three institutions submitted a high volume of clinical plans to RTOG 0617 and provided data on 25 patients, which were replanned using both sets of optimization objectives. Model-generated, dose-volume histogram predictions were used to identify patients who exceeded the lung clinical target volume (CTV) V(20Gy) >37% and would benefit from the LS objectives. Overall plan quality differences between KBP-generated plans and clinical plans were evaluated at RTOG 0617-defined dosimetric endpoints. RESULTS: Target coverage and organ at risk sparing was significantly improved for most KBP-generated plans compared with those from clinical trial data. The KBP model using prioritized target coverage objectives reduced heart D(mean) and V(40Gy) by 2.1 Gy and 5.2%, respectively. Similarly, using LS objectives reduced the lung CTV D(mean) and V(20Gy) by 2.0 Gy and 2.9%, respectively. The KBP predictions correctly identified all patients with lung CTV V20Gy > 37% (5 of 25 patients) and significantly reduced the dose to the lung CTV by applying the LS optimization objectives. CONCLUSIONS: A single-institution KBP model can be applied as a QC tool for multi-institutional clinical trials to improve overall plan quality and provide decision-support to determine the need for anatomy-based dosimetric trade-offs.";1
A Quantitative Clinical Decision-Support Strategy Identifying Which Patients With Oropharyngeal Head and Neck Cancer May Benefit the Most From Proton Radiation Therapy.;"PURPOSE: Developing a quantitative decision-support strategy estimating the impact of normal tissue complications from definitive radiation therapy (RT) for head and neck cancer (HNC). We developed this strategy to identify patients with oropharyngeal HNC who may benefit most from receiving proton RT. METHODS AND MATERIALS: Recent normal tissue complication probability (NTCP) models for dysphagia, esophagitis, hypothyroidism, xerostomia, and oral mucositis were used to estimate NTCP for 33 patients with oropharyngeal HNC previously treated with photon intensity modulated radiation therapy (IMRT). Comparative proton therapy plans were generated using clinical protocols for HNC RT at a collaborating proton center. Organ-at-risk (OAR) doses from photon and proton RT plans were used to calculate NTCPs; Monte Carlo sampling 10,000 times was used for each patient to account for model parameter uncertainty. The latency and duration of each complication were modeled from calculated NTCP, accounting for age-, sex-, smoking- and p16-specific conditional survival probability. Complications were then assigned quality-adjustment factors based on severity to calculate quality-adjusted life years (QALYs) lost from each complication. RESULTS: Based on our institutional-delivered photon IMRT doses and the achievable proton therapy doses, the average QALY reduction from all HNC RT complications for photon and proton therapy was 1.52 QALYs versus 1.15 QALYs, with proton therapy sparing 0.37 QALYs on average (composite 95% confidence interval, 0.27-2.53 QALYs). Long-term complications (dysphagia and xerostomia) contributed most to the QALY reduction. The QALYs spared with proton RT varied considerably among patients, ranging from 0.06 to 0.84 QALYs. Younger patients with p16-positive tumors who smoked </=10 pack-years may benefit most from proton therapy, although this finding should be validated using larger patient series. A sensitivity analysis reducing photon IMRT doses to all OARs by 20% resulted in no overall estimated benefit with proton therapy with -0.02 QALYs spared, although some patients still had an estimated benefit in this scenario, ranging from -0.50 to 0.43 QALYs spared. CONCLUSIONS: This quantitative decision-support strategy allowed us to identify patients with oropharyngeal cancer who might benefit the most from proton RT, although the estimated benefit of proton therapy ultimately depends on the OAR doses achievable with modern photon IMRT solutions. These results can help radiation oncologists and proton therapy centers optimize resource allocation and improve quality of life for patients with HNC.";1
Development and validation of a decision support tool to select IMRT as radiotherapy treatment planning modality for patients with locoregionally advanced non-small cell lung cancers (NSCLC).;OBJECTIVE: Radiation planning for locally-advanced non-small cell lung cancer (NSCLC) can be time-consuming and iterative. Many cases cannot be planned satisfactorily using multisegment three-dimensional conformal radiotherapy (3DCRT). We sought to develop and validate a predictive model which could estimate the probability that acceptable target volume coverage would need intensity modulated radiotherapy (IMRT). METHODS: Variables related to the planning target volume (PTV) and topography were identified heuristically. These included the PTV, it's craniocaudal extent, the ratio of PTV to total lung volume, distance of the centroid of the PTV from the spinal canal, and the extent PTV crossed the midline. Metrics were chosen such that they could be measured objectively, quickly and reproducibly. A logistic regression model was trained and validated on 202 patients with NSCLC. A group of patients who had both complex 3DCRT and IMRT planned was then used to derive the utility of the use of such a model in the clinic based on the time taken for planning such complex 3DCRT. RESULTS: Of the 202 patients, 93 received IMRT, as they had larger volumes crossing midline. The final model showed a good rank discrimination (Harrell's C-index 0.84) and low calibration error (mean absolute error of 0.014). Predictive accuracy in an external dataset was 92%. The final model was presented as a nomogram. Using this model, the dosimetrist can save a median planning time of 168 min per case. CONCLUSION: We developed and validated a data-driven, decision aid which can reproducibly determine the best planning technique for locally-advanced NSCLC. ADVANCES IN KNOWLEDGE: Our validated, data-driven decision aid can help the planner to determine the need for IMRT in locally advanced NSCLC saving significant planning time in the process.;1
Model-Supported Radiotherapy Personalization: In silico Test of Hyper- and Hypo-Fractionation Effects.;The need for radiotherapy personalization is now widely recognized, however, it would require considerations not only on the probability of control and survival of the tumor, but also on the possible toxic effects, on the quality of the expected life and the economic efficiency of the treatment. In this paper, we propose a simulation tool that can be integrated into a decision support system that allows selection of the most suitable irradiation regimen. We used a macroscale mathematical model, which includes active and necrotic tumor dynamics and the role of oxygenation to simulate the effects of different hypo-/hyper-fractional regimens using retrospective data of seven virtual patients from as many cervical cancer patients used for its training in a previous study. The results confirmed the heterogeneous response across the patients as a function of treatment regimen and suggested the tumor growth rate as a main factor in the final tumor regression. In addition to the maximum regression, another criterion was suggested to select the most suitable regimen (minimum number of fractions to achieve a regression of 80%) minimizing the toxicity and maximizing the cost-effectiveness ratio. Despite the lack of direct validation, the simulation results are in agreement with the literature findings that suggest the need for hypo-fractionated regimens in case of aggressive tumor phenotypes. Finally, the paper suggests a possible exploitation of the model within a tool to support clinical decisions.;1
